doc,,mk123,,doc,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.000
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 09.06.2016 10:55:55
Method Modifications:
X Start nm Changed: 09.06.2016 10:56:39, Old: 800.00, New:1350.00
X Stop nm Changed: 09.06.2016 10:56:39, Old: 200.00, New: 350.00
Y Min Abs Changed: 09.06.2016 10:56:39, Old:    -0.05, New:     0.50
Y Max Abs Changed: 09.06.2016 10:56:39, Old:     1.00, New:     3.00
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 19.05
<Slit height> , Full
<Current Wavelength> , 350.00

mk123,
mk123
Collection Time: 09.06.2016 12:06:06
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1350.00
Stop (nm)                         350.00
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.000
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 09.06.2016 10:55:55
Method Modifications:
X Start nm Changed: 09.06.2016 10:56:39, Old: 800.00, New:1350.00
X Stop nm Changed: 09.06.2016 10:56:39, Old: 200.00, New: 350.00
Y Min Abs Changed: 09.06.2016 10:56:39, Old:    -0.05, New:     0.50
Y Max Abs Changed: 09.06.2016 10:56:39, Old:     1.00, New:     3.00
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 19.95
<Slit height> , Full
<Current Wavelength> , 349.00

doc,
doc
Collection Time: 09.06.2016 11:14:45
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1350.00
Stop (nm)                         350.00
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.000
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 09.06.2016 10:55:55
Method Modifications:
X Start nm Changed: 09.06.2016 10:56:39, Old: 800.00, New:1350.00
X Stop nm Changed: 09.06.2016 10:56:39, Old: 200.00, New: 350.00
Y Min Abs Changed: 09.06.2016 10:56:39, Old:    -0.05, New:     0.50
Y Max Abs Changed: 09.06.2016 10:56:39, Old:     1.00, New:     3.00
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 19.05
<Slit height> , Full
<Current Wavelength> , 350.00

